order_id,customer_id,order_date,status
105,3814,2025-07-15,SHIPPED
106,2613,2025-06-03,SHIPPED
107,2972,2025-04-19,SHIPPED
108,1629,2024-08-14,SHIPPED
109,1321,2024-11-20,SHIPPED
110,2214,2025-04-10,RETURNED
111,3720,2025-04-29,SHIPPED
112,2529,2024-08-31,SHIPPED
113,2679,2024-09-26,RETURNED
114,4953,2024-11-13,PAID
115,3771,2025-04-24,SHIPPED
116,2039,2024-11-07,PAID
117,1565,2024-08-06,SHIPPED
118,4334,2024-12-07,SHIPPED
119,4662,2025-04-09,SHIPPED
120,492,2025-01-12,SHIPPED
121,1771,2025-07-19,PENDING
122,2866,2024-09-22,PENDING
123,2154,2025-04-22,PAID
124,4771,2024-12-18,SHIPPED
125,1920,2024-12-09,RETURNED
126,4958,2025-02-05,PAID
127,2397,2024-09-25,PENDING
128,3271,2024-09-17,PENDING
129,4762,2025-02-21,SHIPPED
130,4274,2025-06-19,RETURNED
131,2100,2025-02-21,PENDING
132,1926,2024-08-06,PAID
133,3366,2024-09-08,PENDING
134,2855,2024-08-11,RETURNED
135,4826,2025-07-01,PAID
136,865,2025-03-24,RETURNED
137,4734,2025-02-17,PENDING
138,4480,2024-11-27,SHIPPED
139,2869,2025-06-14,PAID
140,711,2024-09-21,PENDING
141,4438,2024-11-13,PAID
142,3126,2024-08-26,PENDING
143,2897,2025-05-20,PENDING
144,2376,2025-05-25,SHIPPED
145,154,2025-06-15,RETURNED
146,1947,2024-12-06,PENDING
147,2222,2025-05-07,PENDING
148,1368,2024-12-05,SHIPPED
149,457,2025-06-22,RETURNED
150,3199,2025-02-07,PENDING
151,3920,2024-12-16,PENDING
152,55,2025-01-22,RETURNED
153,3610,2025-01-06,PENDING
154,2335,2024-12-01,RETURNED
155,3839,2025-04-16,PENDING
156,3748,2024-10-20,PENDING
157,3149,2025-04-27,SHIPPED
158,915,2025-01-18,RETURNED
159,3701,2025-04-13,PAID
160,3759,2024-11-03,PAID
161,3331,2024-10-22,SHIPPED
162,4434,2024-09-12,PENDING
163,3002,2024-10-31,RETURNED
164,1114,2025-04-26,PAID
165,708,2024-12-25,PENDING
166,2044,2025-07-13,SHIPPED
167,3471,2025-06-19,PENDING
168,4667,2024-12-26,SHIPPED
169,4138,2025-02-12,PENDING
170,4870,2024-11-21,RETURNED
171,2762,2025-01-08,RETURNED
172,2091,2025-06-07,PAID
173,4485,2024-11-03,PENDING
174,3677,2024-10-24,PENDING
175,4740,2025-07-21,PAID
176,219,2024-08-09,RETURNED
177,3848,2024-08-15,PAID
178,1107,2025-04-04,SHIPPED
179,2933,2025-07-08,PAID
180,1748,2024-12-08,RETURNED
181,4821,2025-02-18,PENDING
182,4946,2024-09-26,PENDING
183,2871,2024-08-05,RETURNED
184,37,2024-09-30,SHIPPED
185,867,2025-01-31,SHIPPED
186,2114,2025-06-22,PAID
187,3700,2025-01-05,PAID
188,4977,2025-04-14,SHIPPED
189,66,2024-11-20,SHIPPED
190,2689,2025-02-23,PAID
191,4056,2025-04-03,RETURNED
192,3168,2025-04-21,SHIPPED
193,3025,2024-11-13,PAID
194,1299,2024-08-28,SHIPPED
195,1909,2025-01-28,PENDING
196,4325,2025-02-21,RETURNED
197,3215,2025-01-28,PENDING
198,1760,2025-07-22,PENDING
199,2032,2025-05-07,PAID
200,4167,2025-01-19,SHIPPED
201,1766,2025-01-17,PAID
202,3229,2025-03-26,SHIPPED
203,2224,2025-03-22,PAID
204,95,2025-01-15,SHIPPED
205,2056,2025-02-13,PAID
206,156,2024-12-10,RETURNED
207,4886,2025-06-25,SHIPPED
208,39,2024-12-20,RETURNED
209,4400,2025-01-09,PENDING
210,3286,2025-03-01,SHIPPED
211,113,2025-04-23,SHIPPED
212,1285,2025-07-15,PAID
213,4247,2025-04-20,PAID
214,3206,2025-04-28,PAID
215,1840,2025-03-20,SHIPPED
216,1770,2024-08-12,RETURNED
217,4931,2024-10-07,RETURNED
218,886,2024-10-21,PENDING
219,1791,2025-04-17,RETURNED
220,847,2025-03-03,PENDING
221,297,2024-09-25,RETURNED
222,4821,2024-10-25,SHIPPED
223,2408,2024-09-04,PAID
224,2745,2024-12-30,PAID
225,1116,2025-04-07,PAID
226,1891,2024-09-29,SHIPPED
227,1101,2025-04-08,SHIPPED
228,4721,2025-04-04,PAID
229,458,2025-06-13,PAID
230,3899,2025-01-02,SHIPPED
231,422,2024-08-22,RETURNED
232,1282,2024-12-27,RETURNED
233,3736,2025-02-27,SHIPPED
234,1285,2025-01-18,PAID
235,4974,2024-09-03,RETURNED
236,2494,2024-09-19,RETURNED
237,2970,2025-05-04,SHIPPED
238,2301,2025-01-17,PENDING
239,2211,2025-01-22,RETURNED
240,469,2025-04-24,SHIPPED
241,2301,2025-03-23,RETURNED
242,2330,2024-12-27,PENDING
243,1498,2025-05-17,PAID
244,4013,2025-04-04,RETURNED
245,1345,2025-07-15,PENDING
246,3990,2024-12-14,PENDING
247,102,2024-07-24,RETURNED
248,2738,2025-06-02,PAID
249,2149,2025-06-20,PENDING
250,2991,2024-10-09,PENDING
251,2624,2025-03-17,SHIPPED
252,835,2024-08-22,PENDING
253,3708,2024-12-23,RETURNED
254,2912,2025-04-02,RETURNED
255,1763,2024-08-28,SHIPPED
256,858,2025-05-06,SHIPPED
257,3837,2025-07-21,PAID
258,2348,2024-11-20,PAID
259,1006,2025-03-28,SHIPPED
260,4588,2025-03-21,PENDING
261,2715,2025-07-20,PENDING
262,552,2024-10-20,SHIPPED
263,4599,2024-07-29,SHIPPED
264,1549,2024-10-12,SHIPPED
265,519,2025-01-29,RETURNED
266,4495,2024-09-24,PENDING
267,1367,2025-01-10,PAID
268,2033,2025-04-19,SHIPPED
269,3595,2025-06-10,PENDING
270,2165,2025-01-11,PAID
271,2037,2025-02-09,PAID
272,1163,2025-06-05,PAID
273,1904,2024-09-25,PENDING
274,3947,2024-10-29,SHIPPED
275,991,2025-05-16,PAID
276,353,2025-03-09,PENDING
277,4019,2024-09-27,PENDING
278,3669,2025-03-17,PAID
279,1573,2025-05-07,RETURNED
280,1100,2025-05-07,PENDING
281,4267,2025-02-23,PENDING
282,1139,2024-11-28,RETURNED
283,307,2025-04-18,SHIPPED
284,792,2024-12-11,SHIPPED
285,541,2025-03-11,SHIPPED
286,409,2025-04-01,RETURNED
287,327,2024-11-23,PAID
288,4183,2025-01-09,PAID
289,1144,2024-07-30,RETURNED
290,2572,2024-09-07,PAID
291,3561,2024-08-24,SHIPPED
292,2629,2025-06-01,SHIPPED
293,2227,2024-11-18,PENDING
294,4411,2025-06-03,RETURNED
295,3965,2025-05-13,PAID
296,808,2024-10-16,PENDING
297,1363,2024-07-27,PENDING
298,28,2024-08-22,PENDING
299,3458,2024-09-27,SHIPPED
300,1556,2025-01-16,RETURNED
301,4577,2024-08-04,PENDING
302,340,2025-04-22,PENDING
303,492,2025-02-19,RETURNED
304,3409,2025-06-17,PAID
305,2489,2025-04-13,PAID
306,987,2024-09-06,PAID
307,2416,2024-08-20,RETURNED
308,1477,2024-11-19,PENDING
309,3021,2025-02-24,PAID
310,2098,2025-03-21,RETURNED
311,1335,2024-10-10,PAID
312,933,2024-10-23,SHIPPED
313,823,2025-06-07,SHIPPED
314,2663,2024-10-20,SHIPPED
315,4811,2024-10-01,SHIPPED
316,3436,2024-11-10,PENDING
317,989,2025-04-10,RETURNED
318,2680,2025-01-02,PENDING
319,4591,2025-01-02,RETURNED
320,4964,2024-12-07,PAID
321,3612,2024-09-29,PENDING
322,2614,2025-03-27,SHIPPED
323,3463,2025-01-04,RETURNED
324,2667,2025-07-01,RETURNED
325,3920,2025-06-25,PAID
326,4323,2024-12-10,PAID
327,1268,2025-07-10,RETURNED
328,4283,2024-12-27,PENDING
329,1966,2024-11-25,PENDING
330,3576,2024-12-23,PAID
331,189,2025-01-26,PENDING
332,4100,2024-12-16,PAID
333,1671,2025-05-10,RETURNED
334,373,2024-08-13,PENDING
335,1532,2024-10-24,SHIPPED
336,1213,2024-09-26,SHIPPED
337,1297,2025-05-05,PENDING
338,1961,2025-01-28,RETURNED
339,3600,2025-01-16,PAID
340,3648,2024-10-13,PENDING
341,2497,2025-02-17,RETURNED
342,2161,2025-03-23,PAID
343,998,2025-07-11,PAID
344,3253,2024-07-27,RETURNED
345,3849,2024-12-18,PENDING
346,3004,2025-06-10,RETURNED
347,1672,2024-10-31,SHIPPED
348,3933,2025-01-24,PAID
349,2892,2025-03-07,PAID
350,310,2024-11-12,PENDING
351,1278,2024-12-22,RETURNED
352,3794,2025-01-26,PAID
353,3233,2024-10-30,PENDING
354,3178,2025-01-14,PAID
355,3020,2025-03-15,RETURNED
356,3639,2024-11-26,PAID
357,1340,2025-04-30,PENDING
358,4343,2025-03-19,SHIPPED
359,580,2025-03-26,RETURNED
360,2952,2024-08-21,PAID
361,2068,2024-11-16,PAID
362,2742,2025-05-31,SHIPPED
363,4371,2025-01-30,RETURNED
364,679,2025-06-05,RETURNED
365,1759,2025-01-02,PENDING
366,2918,2025-02-15,PENDING
367,1887,2025-01-03,PAID
368,2038,2025-07-02,PENDING
369,4230,2025-07-02,PENDING
370,4759,2025-06-22,PAID
371,4656,2025-07-20,RETURNED
372,3997,2025-07-03,PENDING
373,2883,2024-09-05,PENDING
374,4704,2025-05-14,SHIPPED
375,2928,2025-03-16,SHIPPED
376,2052,2024-11-18,PENDING
377,1782,2025-07-22,RETURNED
378,658,2025-06-29,PENDING
379,49,2024-09-21,PAID
380,3768,2025-07-07,RETURNED
381,2248,2025-05-06,SHIPPED
382,3355,2024-10-22,PENDING
383,1582,2025-07-15,RETURNED
384,4909,2025-03-24,PENDING
385,3339,2025-04-06,RETURNED
386,3830,2025-07-13,SHIPPED
387,2230,2024-12-26,PAID
388,1103,2024-07-29,RETURNED
389,973,2025-04-07,SHIPPED
390,3025,2025-06-14,PAID
391,844,2025-01-31,RETURNED
392,1630,2025-04-22,SHIPPED
393,4873,2024-12-01,PAID
394,4412,2024-09-27,RETURNED
395,2162,2025-03-26,SHIPPED
396,386,2024-07-28,RETURNED
397,2053,2025-02-04,PENDING
398,3088,2025-01-26,SHIPPED
399,3829,2025-03-17,RETURNED
400,4734,2024-10-10,SHIPPED
401,2340,2025-06-26,SHIPPED
402,2602,2025-07-04,PAID
403,254,2024-10-18,SHIPPED
404,3833,2025-01-05,PAID
405,3390,2024-12-23,SHIPPED
406,214,2024-08-22,SHIPPED
407,4946,2025-07-02,SHIPPED
408,4839,2025-05-29,RETURNED
409,3049,2025-04-07,PAID
410,3126,2024-10-11,RETURNED
411,4104,2025-07-02,PENDING
412,3168,2024-08-13,SHIPPED
413,3699,2024-08-15,PENDING
414,2566,2025-07-04,RETURNED
415,2856,2025-01-08,PAID
416,1790,2025-01-19,SHIPPED
417,2332,2025-04-15,PENDING
418,3871,2024-11-13,PAID
419,4001,2024-08-16,PAID
420,1626,2024-10-21,PAID
421,2002,2024-09-10,SHIPPED
422,4283,2024-10-06,PENDING
423,1893,2024-12-03,PAID
424,308,2024-07-23,PAID
425,1852,2025-02-13,PENDING
426,2650,2024-11-11,PAID
427,1120,2024-12-08,PENDING
428,28,2024-10-10,RETURNED
429,4686,2024-12-18,RETURNED
430,4179,2025-06-25,PENDING
431,4047,2025-04-15,PENDING
432,3079,2025-04-22,SHIPPED
433,2077,2024-10-10,PAID
434,2691,2024-10-31,PENDING
435,695,2024-10-22,PENDING
436,2,2025-03-07,SHIPPED
437,3231,2025-04-26,RETURNED
438,3921,2024-10-21,RETURNED
439,1797,2025-01-09,RETURNED
440,2525,2025-03-16,RETURNED
441,621,2024-12-08,PAID
442,1002,2024-12-10,PAID
443,1960,2025-01-26,RETURNED
444,3908,2024-08-09,PENDING
445,4085,2025-04-13,PAID
446,650,2024-09-13,PENDING
447,4661,2024-08-12,SHIPPED
448,1833,2024-11-08,SHIPPED
449,1002,2025-01-17,PAID
450,384,2024-09-16,RETURNED
451,1385,2024-10-14,PENDING
452,1046,2025-04-29,PAID
453,3467,2025-02-04,PAID
454,1789,2025-04-27,PAID
455,4263,2024-08-20,RETURNED
456,4159,2024-11-08,PENDING
457,754,2024-09-22,PAID
458,3960,2024-09-07,PAID
459,4001,2025-04-16,PENDING
460,3737,2024-10-18,PAID
461,328,2024-12-05,SHIPPED
462,449,2024-08-23,PAID
463,2634,2025-06-10,PENDING
464,3774,2024-08-24,SHIPPED
465,3143,2024-12-17,PENDING
466,899,2025-02-16,PAID
467,2237,2024-08-06,RETURNED
468,4097,2024-12-04,PAID
469,1739,2024-11-16,PAID
470,3904,2024-09-03,RETURNED
471,296,2024-09-21,PAID
472,185,2025-02-16,SHIPPED
473,4717,2024-12-27,PENDING
474,1352,2024-12-12,PENDING
475,588,2024-10-13,PENDING
476,3807,2025-06-25,PENDING
477,4235,2024-09-26,PAID
478,2383,2025-02-21,SHIPPED
479,4672,2025-01-25,RETURNED
480,1515,2024-09-20,RETURNED
481,3521,2025-04-12,PENDING
482,3211,2024-10-01,SHIPPED
483,3034,2024-07-28,PENDING
484,1517,2025-06-23,RETURNED
485,1741,2024-09-12,RETURNED
486,2105,2024-11-05,SHIPPED
487,4406,2024-10-11,PENDING
488,2130,2025-01-11,PENDING
489,4817,2024-09-13,PAID
490,4194,2024-08-07,RETURNED
491,285,2025-04-09,PENDING
492,418,2025-03-28,PENDING
493,4125,2024-08-14,PAID
494,2349,2025-06-09,PENDING
495,1559,2025-03-03,PAID
496,1645,2024-12-04,PAID
497,1948,2024-08-26,PAID
498,4575,2024-08-27,RETURNED
499,2054,2025-01-13,SHIPPED
500,1478,2025-04-13,PAID
501,2650,2025-04-07,PAID
502,906,2025-06-06,PENDING
503,811,2024-12-11,RETURNED
504,4055,2025-04-27,PAID
505,1747,2025-01-16,RETURNED
506,4678,2025-07-02,PENDING
507,2214,2025-01-25,SHIPPED
508,2833,2025-03-17,PENDING
509,3126,2024-08-22,PAID
510,3307,2024-10-15,RETURNED
511,3845,2024-12-29,PAID
512,3931,2024-11-06,SHIPPED
513,3655,2024-09-29,PAID
514,1459,2024-12-11,PENDING
515,4244,2025-05-10,PENDING
516,3558,2024-12-10,RETURNED
517,1464,2025-06-13,SHIPPED
518,369,2024-07-23,RETURNED
519,3549,2025-07-16,PAID
520,304,2025-05-21,RETURNED
521,753,2024-08-26,RETURNED
522,2886,2025-04-09,SHIPPED
523,4558,2024-09-15,SHIPPED
524,1129,2025-02-14,PAID
525,771,2024-10-07,SHIPPED
526,4521,2025-07-21,SHIPPED
527,4549,2025-05-28,PAID
528,735,2024-08-11,RETURNED
529,1245,2025-03-06,PENDING
530,2756,2025-02-24,SHIPPED
531,1664,2025-05-13,SHIPPED
532,4452,2024-09-30,PENDING
533,684,2024-11-18,PAID
534,1334,2025-01-30,PENDING
535,1447,2025-06-02,PAID
536,390,2025-07-15,PENDING
537,3037,2024-10-28,SHIPPED
538,2607,2025-06-08,SHIPPED
539,2070,2025-02-01,PENDING
540,2082,2024-08-30,PAID
541,4352,2024-07-27,SHIPPED
542,1651,2025-05-26,RETURNED
543,4681,2025-07-09,SHIPPED
544,883,2024-10-18,RETURNED
545,173,2025-03-22,PAID
546,3699,2025-03-10,PENDING
547,4079,2024-08-18,SHIPPED
548,4715,2025-06-22,SHIPPED
549,3445,2025-04-04,PENDING
550,2983,2025-02-22,PAID
551,752,2024-09-18,PENDING
552,1146,2024-07-27,PAID
553,4082,2025-04-12,RETURNED
554,1863,2024-10-22,PAID
555,4328,2025-05-02,PAID
556,3877,2024-08-12,PENDING
557,2495,2025-01-17,SHIPPED
558,3824,2025-06-20,SHIPPED
559,1756,2024-10-06,PAID
560,9,2024-08-20,PAID
561,2392,2025-06-10,PAID
562,1807,2025-06-01,SHIPPED
563,4881,2024-09-17,RETURNED
564,2038,2024-10-15,RETURNED
565,2781,2025-03-11,PENDING
566,3854,2024-12-17,RETURNED
567,2910,2024-07-31,RETURNED
568,4947,2025-07-11,RETURNED
569,4816,2025-01-23,PENDING
570,3622,2025-05-07,RETURNED
571,2894,2025-05-27,SHIPPED
572,645,2025-02-03,PAID
573,4615,2025-02-24,RETURNED
574,2038,2025-05-21,SHIPPED
575,981,2024-11-14,RETURNED
576,3733,2024-10-09,RETURNED
577,4387,2024-08-21,RETURNED
578,4677,2025-03-11,PAID
579,158,2024-09-05,PAID
580,2294,2025-01-04,RETURNED
581,340,2025-01-05,PENDING
582,2119,2024-10-27,PAID
583,768,2024-09-12,RETURNED
584,728,2025-07-11,PENDING
585,362,2024-07-29,SHIPPED
586,4440,2024-08-17,SHIPPED
587,4934,2024-11-15,PENDING
588,293,2025-05-02,PAID
589,2650,2024-11-25,SHIPPED
590,3152,2025-02-22,PENDING
591,1706,2025-06-15,SHIPPED
592,4298,2025-01-31,RETURNED
593,4491,2025-06-23,PAID
594,1770,2025-03-20,SHIPPED
595,855,2024-11-09,PAID
596,4451,2025-05-18,PENDING
597,185,2025-02-27,PENDING
598,1796,2024-10-26,RETURNED
599,2686,2025-06-09,RETURNED
600,12,2025-04-16,PAID
601,93,2025-04-06,PAID
602,4893,2025-05-24,PAID
603,1233,2024-10-05,SHIPPED
604,4172,2025-01-13,SHIPPED
605,206,2025-05-19,PENDING
606,4150,2024-12-19,SHIPPED
607,4833,2025-01-12,PENDING
608,1536,2025-01-06,PAID
609,1527,2025-01-28,PAID
610,4193,2024-12-12,SHIPPED
611,3943,2025-04-26,PENDING
612,1562,2024-09-26,PAID
613,4149,2025-07-11,RETURNED
614,1346,2024-10-19,SHIPPED
615,2100,2024-11-22,PENDING
616,2411,2025-04-22,SHIPPED
617,3396,2024-10-27,SHIPPED
618,3226,2024-12-04,PENDING
619,2045,2025-03-01,PAID
620,379,2025-03-11,SHIPPED
621,4457,2025-01-15,PAID
622,2934,2024-11-10,RETURNED
623,3512,2025-05-11,RETURNED
624,504,2025-03-23,PAID
625,4073,2024-09-19,PENDING
626,1836,2025-05-21,PAID
627,4024,2025-01-17,PENDING
628,715,2025-02-01,RETURNED
629,866,2025-03-31,RETURNED
630,316,2025-02-13,PAID
631,4186,2025-05-06,RETURNED
632,288,2025-02-25,RETURNED
633,1543,2025-07-16,PENDING
634,4961,2024-08-24,PENDING
635,734,2024-10-01,PENDING
636,1976,2025-07-20,PENDING
637,2997,2024-08-09,PENDING
638,3284,2024-10-30,PENDING
639,2681,2025-02-22,PENDING
640,168,2024-11-22,PAID
641,615,2025-05-20,SHIPPED
642,3576,2025-07-18,PENDING
643,4991,2025-05-30,RETURNED
644,2923,2025-05-16,SHIPPED
645,4675,2024-10-02,SHIPPED
646,4134,2025-02-18,SHIPPED
647,4388,2025-06-28,RETURNED
648,17,2025-05-02,PAID
649,4591,2025-04-12,PENDING
650,873,2024-12-29,PENDING
651,3434,2025-02-28,RETURNED
652,4031,2025-01-04,SHIPPED
653,3375,2025-05-02,SHIPPED
654,2975,2025-03-19,PAID
655,215,2024-10-21,PENDING
656,4572,2024-09-03,PAID
657,837,2024-07-26,SHIPPED
658,2369,2024-09-28,RETURNED
659,808,2024-07-28,PAID
660,1704,2025-01-11,PENDING
661,3143,2025-05-31,PENDING
662,4649,2024-08-27,SHIPPED
663,2679,2025-04-16,SHIPPED
664,3400,2024-12-30,RETURNED
665,2929,2024-10-30,PAID
666,4716,2025-01-16,RETURNED
667,608,2024-08-08,SHIPPED
668,1747,2024-12-03,PENDING
669,1006,2025-02-20,PENDING
670,4943,2025-03-21,SHIPPED
671,2739,2025-03-19,PAID
672,4335,2024-11-16,PENDING
673,947,2024-09-26,PENDING
674,2240,2025-03-06,PENDING
675,4858,2025-04-15,PENDING
676,2314,2024-11-21,PAID
677,4800,2025-06-04,SHIPPED
678,4459,2025-03-05,SHIPPED
679,1363,2025-04-17,PAID
680,4281,2025-04-04,PENDING
681,3513,2024-09-25,PAID
682,3192,2024-11-23,SHIPPED
683,451,2025-01-13,RETURNED
684,3613,2024-08-25,PAID
685,1594,2025-03-14,PAID
686,3743,2025-02-13,RETURNED
687,2696,2025-04-15,PAID
688,787,2024-08-12,PAID
689,734,2024-12-03,PENDING
690,4064,2025-06-18,PAID
691,3716,2024-11-23,RETURNED
692,3477,2025-04-24,PENDING
693,3441,2024-12-21,RETURNED
694,3963,2025-07-08,RETURNED
695,3778,2025-01-11,PENDING
696,4358,2024-11-17,PAID
697,4789,2025-05-30,PAID
698,2712,2025-02-16,PAID
699,4060,2025-04-06,RETURNED
700,2482,2025-01-30,RETURNED
701,4829,2025-04-02,PENDING
702,1693,2024-08-17,SHIPPED
703,2081,2025-02-04,PAID
704,2368,2024-11-18,RETURNED
705,3228,2025-01-14,RETURNED
706,2401,2024-11-03,SHIPPED
707,3677,2025-05-07,RETURNED
708,1460,2025-02-03,PAID
709,1503,2025-05-31,RETURNED
710,425,2024-10-27,RETURNED
711,4232,2024-12-09,PAID
712,3991,2025-02-10,RETURNED
713,3521,2025-07-20,RETURNED
714,1859,2025-03-23,SHIPPED
715,1139,2024-10-01,SHIPPED
716,2547,2024-12-23,RETURNED
717,2377,2024-08-11,RETURNED
718,1012,2024-08-09,PAID
719,1686,2024-11-11,PAID
720,4146,2025-02-25,RETURNED
721,1886,2025-07-22,RETURNED
722,3500,2024-10-18,RETURNED
723,4405,2024-08-29,PENDING
724,4312,2025-03-21,PAID
725,2291,2025-04-01,SHIPPED
726,2493,2024-10-13,SHIPPED
727,2043,2024-09-08,PAID
728,3582,2025-03-13,PENDING
729,1482,2024-08-20,RETURNED
730,3861,2025-03-16,RETURNED
731,4238,2024-12-22,SHIPPED
732,3091,2025-03-07,RETURNED
733,1899,2024-10-12,RETURNED
734,4085,2024-11-01,SHIPPED
735,4501,2024-08-31,RETURNED
736,4863,2025-05-12,PENDING
737,3806,2024-11-15,PAID
738,1414,2024-09-01,SHIPPED
739,661,2024-10-17,RETURNED
740,351,2024-07-25,SHIPPED
741,1638,2025-04-19,PENDING
742,4585,2025-05-12,SHIPPED
743,3365,2025-01-15,RETURNED
744,3999,2024-08-12,PAID
745,525,2024-11-26,SHIPPED
746,4834,2025-06-16,PAID
747,2434,2025-04-30,PAID
748,1049,2025-07-05,SHIPPED
749,4991,2024-11-28,PENDING
750,3042,2024-11-22,PENDING
751,2604,2024-10-22,RETURNED
752,340,2024-08-14,RETURNED
753,313,2025-02-04,SHIPPED
754,4011,2025-01-24,PENDING
755,4460,2024-10-02,RETURNED
756,2992,2024-11-12,PENDING
757,448,2025-04-28,PAID
758,493,2024-12-07,PAID
759,777,2025-05-12,PAID
760,4602,2025-06-15,PENDING
761,3149,2025-03-14,RETURNED
762,2390,2024-10-23,SHIPPED
763,3817,2025-02-03,RETURNED
764,2310,2024-12-22,PENDING
765,2008,2025-03-09,SHIPPED
766,1137,2024-11-06,PAID
767,1985,2024-11-13,PAID
768,2253,2024-10-26,PAID
769,1912,2024-12-27,SHIPPED
770,4647,2024-07-25,PENDING
771,949,2025-03-31,SHIPPED
772,721,2025-06-12,RETURNED
773,4886,2025-06-24,RETURNED
774,1954,2025-03-23,RETURNED
775,2112,2024-12-04,PENDING
776,2779,2025-05-02,RETURNED
777,1262,2025-02-04,SHIPPED
778,4937,2024-07-30,SHIPPED
779,2112,2024-10-02,PENDING
780,414,2025-03-31,SHIPPED
781,3607,2024-07-29,SHIPPED
782,2206,2025-06-10,RETURNED
783,2717,2024-08-18,PAID
784,416,2025-05-30,RETURNED
785,4878,2025-01-22,SHIPPED
786,2556,2024-09-08,SHIPPED
787,2826,2024-08-03,PENDING
788,230,2025-07-10,PENDING
789,3193,2024-11-28,PENDING
790,3476,2024-12-07,PENDING
791,3866,2024-12-14,PENDING
792,1098,2025-05-15,SHIPPED
793,991,2025-07-08,PAID
794,2403,2025-05-19,PAID
795,3753,2024-09-13,PENDING
796,3104,2025-04-13,RETURNED
797,678,2025-06-25,RETURNED
798,1762,2025-06-11,PAID
799,217,2024-09-05,PENDING
800,4437,2024-11-18,RETURNED
801,4134,2024-08-11,PAID
802,3724,2024-10-19,PAID
803,1007,2024-11-12,RETURNED
804,4341,2025-04-24,RETURNED
805,1279,2025-05-07,RETURNED
806,413,2025-02-11,RETURNED
807,3414,2025-02-27,RETURNED
808,603,2024-12-10,RETURNED
